id,wt_new_W1_W13,euRefVoteW1,euRefVoteW2,euRefVoteW3,euRefVoteW4,euRefVoteW5,euRefVoteW6,euRefVoteW7,euRefVoteW8,euRefVoteW9,euRefVoteW10,euRefVoteW11,euRefVoteW12,euRefVoteW13
17639,0.5123789458723085,Leave the EU,Leave the EU,Leave the EU,Leave the EU,,Leave the EU,Stay/remain in the EU,Stay/remain in the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
17648,1.1734139733396491,Leave the EU,,Leave the EU,Leave the EU,,Stay/remain in the EU,Leave the EU,Leave the EU,Leave the EU,Stay/remain in the EU,Stay/remain in the EU,Don't know,Don't know
17650,0.5892902371083907,Leave the EU,Leave the EU,Leave the EU,Leave the EU,,I would/will not vote,Leave the EU,Leave the EU,Leave the EU,I would/will not vote,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
17655,0.9170307445373024,Stay/remain in the EU,,Stay/remain in the EU,Stay/remain in the EU,,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
17658,0.6323393491212729,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
17661,0.1695013452953376,Leave the EU,Leave the EU,Leave the EU,Stay/remain in the EU,,Stay/remain in the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
17664,1.097989833875172,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
17665,1.5191172164415467,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,,Stay/remain in the EU,Stay/remain in the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
17669,0.2928017247758552,Leave the EU,,Leave the EU,Leave the EU,,Leave the EU,Don't know,Stay/remain in the EU,Stay/remain in the EU,Don't know,Leave the EU,Leave the EU,Leave the EU
17673,0.5898879811130748,Leave the EU,Leave the EU,Leave the EU,Leave the EU,,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
17674,1.0187157887285585,Leave the EU,Leave the EU,Leave the EU,Leave the EU,,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
17678,0.26272335949230385,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
17692,0.3087581592932573,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
17696,1.629280514268271,Leave the EU,,Leave the EU,Leave the EU,,Leave the EU,Leave the EU,Leave the EU,Leave the EU,I would/will not vote,Don't know,Don't know,Stay/remain in the EU
17697,0.8290425647955794,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
17699,0.5898879811130748,Leave the EU,Leave the EU,Leave the EU,Leave the EU,,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
17701,0.7630678734976233,Don't know,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,,Stay/remain in the EU,Don't know,Don't know,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
17702,0.6230469530698357,Don't know,Stay/remain in the EU,Don't know,I would/will not vote,,Don't know,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
17703,0.7490970952984037,Don't know,Don't know,Don't know,Don't know,,Don't know,Stay/remain in the EU,Leave the EU,,Stay/remain in the EU,Don't know,Don't know,Don't know
17704,0.2342164342993269,Leave the EU,Leave the EU,Leave the EU,Leave the EU,,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
17707,0.5123789458723085,Stay/remain in the EU,Leave the EU,Stay/remain in the EU,Leave the EU,,Leave the EU,Don't know,Don't know,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
17727,0.5823013132831611,I would/will not vote,Leave the EU,Leave the EU,Leave the EU,,Don't know,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
17732,1.398800413153864,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
17738,0.7633271911626051,Stay/remain in the EU,Don't know,Stay/remain in the EU,Stay/remain in the EU,,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
17740,2.274938585420205,Leave the EU,Leave the EU,Leave the EU,Leave the EU,,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
17741,0.34649300685543344,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Don't know,Stay/remain in the EU
17747,1.454615766488225,Stay/remain in the EU,,Leave the EU,Leave the EU,,Leave the EU,Don't know,Stay/remain in the EU,Leave the EU,Leave the EU,Don't know,Leave the EU,Leave the EU
17756,6.264066352728119,I would/will not vote,,I would/will not vote,I would/will not vote,,I would/will not vote,I would/will not vote,I would/will not vote,,I would/will not vote,I would/will not vote,I would/will not vote,I would/will not vote
17760,0.24902184977441605,Leave the EU,Leave the EU,Don't know,Don't know,,Don't know,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
17771,1.3195507100421349,Leave the EU,Leave the EU,Leave the EU,Leave the EU,,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
17776,0.4722565799566884,Leave the EU,Leave the EU,Leave the EU,Leave the EU,,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
17777,0.5116306815244708,Leave the EU,,Leave the EU,Leave the EU,,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
17780,0.4870060082548769,Leave the EU,,Leave the EU,Leave the EU,,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
17787,0.15753540326731752,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
17791,0.7018821242692472,Leave the EU,Leave the EU,Leave the EU,Leave the EU,,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
17803,0.349030556692719,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
17811,1.1734139733396491,Leave the EU,Leave the EU,Leave the EU,Leave the EU,,Don't know,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
17814,0.4294270363965781,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
17829,1.629280514268271,Leave the EU,Don't know,Don't know,Don't know,,Don't know,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
17838,0.3318703006270073,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
17846,0.10883367329518097,Stay/remain in the EU,,Stay/remain in the EU,Stay/remain in the EU,,Stay/remain in the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
17860,1.3024647549882755,Don't know,Don't know,Don't know,Don't know,,Don't know,Stay/remain in the EU,Leave the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
17867,1.8402037173872487,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,,Stay/remain in the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
17871,0.5898879811130748,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
17877,1.617630726588791,Leave the EU,,Leave the EU,Leave the EU,,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
17882,0.3830429522377692,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
17885,0.1907366045813458,Leave the EU,,Leave the EU,Leave the EU,,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
17886,0.5245594533721807,Leave the EU,Leave the EU,Leave the EU,Leave the EU,,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
17892,0.5123789458723085,Stay/remain in the EU,,Stay/remain in the EU,Don't know,,Stay/remain in the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
17893,0.3081877353214325,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
17895,0.14679773933150828,Leave the EU,Leave the EU,Leave the EU,Leave the EU,,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
17910,0.5616970242418506,Leave the EU,Leave the EU,Leave the EU,Leave the EU,,Leave the EU,Don't know,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
17918,0.8337195635780611,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,,Stay/remain in the EU,Stay/remain in the EU,Leave the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
17920,0.5441184333885629,Leave the EU,Leave the EU,Leave the EU,Leave the EU,,Leave the EU,Leave the EU,Leave the EU,,Leave the EU,I would/will not vote,I would/will not vote,I would/will not vote
17921,0.3432774164413948,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,I would/will not vote,Stay/remain in the EU,Stay/remain in the EU
17934,0.7807643714199497,Leave the EU,Stay/remain in the EU,Leave the EU,Stay/remain in the EU,,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
17938,0.9454705771672856,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
17945,1.507948958615584,Leave the EU,Leave the EU,Leave the EU,Leave the EU,,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
17950,2.2259817839355107,Leave the EU,Leave the EU,Don't know,Leave the EU,,Don't know,Leave the EU,Don't know,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
17952,0.4313556251601733,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,,Stay/remain in the EU,Stay/remain in the EU,Leave the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
17962,0.6728127249395118,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
17963,0.2886216513952744,Don't know,Don't know,Don't know,I would/will not vote,,Don't know,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
17964,4.956061877966456,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
17967,1.110887995110397,Leave the EU,Leave the EU,Leave the EU,Leave the EU,,Don't know,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
17978,0.7490970952984037,Don't know,,Leave the EU,Leave the EU,,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,I would/will not vote
17983,0.13837859639256198,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
17990,0.05854628730762896,Leave the EU,Leave the EU,Leave the EU,Leave the EU,,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
17993,0.651382902469008,Leave the EU,,Leave the EU,Leave the EU,,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
18000,0.1688624545696744,Leave the EU,Leave the EU,Leave the EU,Leave the EU,,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
18001,0.2381950788971844,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
18006,1.2870149875620849,Leave the EU,,Leave the EU,Leave the EU,,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
18007,0.8001767579644298,Leave the EU,Leave the EU,Leave the EU,Leave the EU,,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
18008,1.8407042508662816,Don't know,Don't know,Don't know,Don't know,,Leave the EU,Don't know,Don't know,Leave the EU,Leave the EU,Don't know,Leave the EU,Leave the EU
18019,0.12492603927511085,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
18026,0.3115979696872186,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
18035,0.5570497600667655,Don't know,,Don't know,Don't know,,Don't know,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
18036,0.2891023137556341,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
18041,0.02417916105929752,Don't know,Don't know,Leave the EU,Don't know,,Don't know,Don't know,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
